feature,chi2,pvalue
quickly as,6.395204449637669,0.9999999999946145
had inherited,6.395163361044836,0.9999999999946152
of mother,6.394910047578809,0.9999999999946193
endurance,6.3944124035505725,0.9999999999946272
careful to,6.394316690299314,0.9999999999946287
had declared,6.394065239879116,0.9999999999946327
just been,6.394030262418291,0.9999999999946333
been of,6.393780411244832,0.9999999999946373
all were,6.3936215529305995,0.9999999999946397
lessons of,6.393583894260951,0.9999999999946404
of garden,6.393153480604672,0.9999999999946472
house no,6.393091106738876,0.9999999999946482
world are,6.39298047346803,0.99999999999465
be offended,6.392974454901029,0.9999999999946501
them better,6.392912083998851,0.9999999999946511
map of,6.3928745956263215,0.9999999999946516
stood like,6.392853835218429,0.999999999994652
attacked by,6.392708221157564,0.9999999999946543
crush,6.392549342356361,0.9999999999946568
putting on,6.392387713284403,0.9999999999946594
terror of,6.39233571118297,0.9999999999946602
at some,6.392211008988862,0.9999999999946622
three clock,6.391837554528159,0.999999999994668
courage of,6.391057025685243,0.9999999999946804
her pride,6.390820266440545,0.9999999999946841
soon it,6.390537906892452,0.9999999999946886
her quick,6.390509709323591,0.999999999994689
reason the,6.390202429638596,0.9999999999946939
who used,6.3899794853807546,0.9999999999946974
of want,6.389921481630082,0.9999999999946984
lords and,6.389866275747715,0.9999999999946991
prove the,6.389621213589368,0.999999999994703
deceit,6.389614360884378,0.9999999999947031
your ears,6.389250284057798,0.9999999999947089
there sat,6.38864320016807,0.9999999999947183
are such,6.388505323026162,0.9999999999947206
neither do,6.388476321923698,0.999999999994721
on they,6.388365330463801,0.9999999999947228
shut his,6.388351796132469,0.999999999994723
hope or,6.387788205993868,0.9999999999947318
of success,6.387414732405111,0.9999999999947377
exchanging,6.387274016950549,0.9999999999947398
to arrange,6.387256628412625,0.9999999999947401
the foremost,6.387164828350898,0.9999999999947415
also be,6.387022437608788,0.9999999999947438
bear with,6.386917716799562,0.9999999999947453
man be,6.385629460101388,0.9999999999947654
one hour,6.385378773843265,0.9999999999947693
younger than,6.385322696969736,0.9999999999947702
fashion and,6.385157900716244,0.9999999999947727
call that,6.3850547823599495,0.9999999999947744
brought the,6.385013175679895,0.999999999994775
from with,6.3848723709724275,0.9999999999947772
too young,6.384704960604722,0.9999999999947797
very foolish,6.384570173223149,0.9999999999947818
hours had,6.384502525748626,0.999999999994783
doctor who,6.384305661210545,0.999999999994786
days by,6.3842435897469505,0.999999999994787
set their,6.384048569027604,0.99999999999479
easiest,6.383821998482112,0.9999999999947935
though did,6.3838110053988855,0.9999999999947936
fury of,6.383787602886752,0.9999999999947939
old was,6.383079749976752,0.9999999999948049
tell how,6.382972834280041,0.9999999999948066
far enough,6.3828453310308575,0.9999999999948086
the veil,6.382712973567133,0.9999999999948106
that idea,6.382338618383162,0.9999999999948164
look but,6.38226885514535,0.9999999999948175
and scarcely,6.382142533405438,0.9999999999948194
question she,6.381796907060029,0.9999999999948247
times more,6.381375221431933,0.9999999999948311
some poor,6.381349902775131,0.9999999999948316
me yet,6.381177417405106,0.9999999999948342
brought it,6.380783026182633,0.9999999999948402
second of,6.380714145958719,0.9999999999948413
to need,6.380713555079315,0.9999999999948413
in green,6.3806688091950345,0.999999999994842
to divert,6.380488146856009,0.9999999999948448
and dead,6.380227515833084,0.9999999999948488
my promise,6.38019358059082,0.9999999999948493
and appearance,6.37984539367857,0.9999999999948547
love but,6.379814576920008,0.9999999999948551
father in,6.379590362344401,0.9999999999948586
sufferings of,6.378773662198383,0.999999999994871
were their,6.378571335194775,0.9999999999948741
put away,6.378445960294959,0.999999999994876
lead in,6.377966515505789,0.9999999999948833
for months,6.377957137214418,0.9999999999948834
was wide,6.377529483673608,0.99999999999489
into this,6.37710840659335,0.9999999999948963
tier,6.3770318246170286,0.9999999999948975
sir well,6.376833596789888,0.9999999999949005
the grew,6.376831769447486,0.9999999999949005
be bought,6.376367829886109,0.9999999999949076
the design,6.376045757246799,0.9999999999949124
striking the,6.3758892494317045,0.9999999999949148
stress,6.375825550918913,0.9999999999949157
rear and,6.375605477576538,0.9999999999949191
opened my,6.375465999430238,0.9999999999949212
dangerous to,6.375348366170211,0.999999999994923
another and,6.374850230427521,0.9999999999949305
that far,6.374735719746663,0.9999999999949323
bearing the,6.374700149013773,0.9999999999949328
was delightful,6.374686164651712,0.9999999999949329
flourishing,6.374188577133323,0.9999999999949405
in anything,6.3738739627301335,0.9999999999949453
and dreamed,6.373735438974174,0.9999999999949473
earth but,6.373426495035727,0.9999999999949519
reliance on,6.373341411820931,0.9999999999949533
very late,6.373298547557985,0.9999999999949539
seen so,6.3732119314255105,0.9999999999949551
to weep,6.373094027764389,0.9999999999949569
subject with,6.372501841756139,0.9999999999949658
forgotten to,6.372350226194332,0.9999999999949681
of growing,6.372151348366768,0.9999999999949711
communications,6.3720963412265625,0.9999999999949719
the rare,6.372049145172452,0.9999999999949726
about its,6.371589240117129,0.9999999999949795
an impulse,6.371506504542866,0.9999999999949807
and seven,6.37141323768908,0.9999999999949821
recesses of,6.371238370701019,0.9999999999949848
his cause,6.3711947476944175,0.9999999999949853
time were,6.371177038125427,0.9999999999949857
of sun,6.371139380648294,0.9999999999949862
harsh and,6.371026878325835,0.9999999999949879
views in,6.370847783208299,0.9999999999949906
circumstances have,6.370577127086158,0.9999999999949946
was miss,6.370398271675175,0.9999999999949972
have broken,6.3702540021307374,0.9999999999949994
wise as,6.370000351140835,0.9999999999950032
their doors,6.36998814680625,0.9999999999950033
made his,6.369711472253181,0.9999999999950074
drawn,6.369619797363128,0.9999999999950089
error in,6.369501389122601,0.9999999999950107
and devoted,6.369101074261397,0.9999999999950165
unmarried,6.368944674403169,0.9999999999950189
hat was,6.368924415099156,0.9999999999950192
some days,6.368775764325537,0.9999999999950214
called after,6.368472210981106,0.9999999999950259
not notice,6.3676974201501375,0.9999999999950374
who came,6.367513546933691,0.9999999999950401
the knowledge,6.367360568858677,0.9999999999950423
so because,6.3673015187690405,0.9999999999950432
has reached,6.366942968327677,0.9999999999950485
man on,6.366740205276478,0.9999999999950515
shower,6.3666634202660415,0.9999999999950526
self possessed,6.366512309437629,0.9999999999950548
not resist,6.366503288929751,0.999999999995055
and sorrows,6.36633943367994,0.9999999999950574
had me,6.366083456316809,0.9999999999950612
can turn,6.36585797799242,0.9999999999950645
spared the,6.365850084390115,0.9999999999950646
youth the,6.365674119540713,0.9999999999950672
in letters,6.365612072252212,0.9999999999950681
the gossip,6.36557320367363,0.9999999999950687
of keeping,6.365370973765773,0.9999999999950716
on like,6.365333835729791,0.9999999999950722
we in,6.3652661894996925,0.9999999999950732
and replied,6.364830139261653,0.9999999999950796
unfortunately for,6.364827247125887,0.9999999999950796
days more,6.364774250988976,0.9999999999950804
like or,6.364750210038289,0.9999999999950807
royal and,6.3647069050538985,0.9999999999950814
was completely,6.364625194662915,0.9999999999950826
be upon,6.364242931673262,0.9999999999950882
knew they,6.3642033805213485,0.9999999999950888
husband would,6.364183382414183,0.999999999995089
dear one,6.364068458761848,0.9999999999950907
their proper,6.364005689893893,0.9999999999950917
was ordered,6.363921606548003,0.9999999999950929
until after,6.363496909267403,0.9999999999950991
second or,6.362725741359622,0.9999999999951104
and storm,6.362517760635413,0.9999999999951134
telling you,6.362515051373626,0.9999999999951135
you notice,6.362363668025591,0.9999999999951157
dropped in,6.36236273434198,0.9999999999951157
wilful,6.362202924395918,0.999999999995118
disturbed the,6.3617051485860765,0.9999999999951252
as low,6.361282648551309,0.9999999999951313
he swore,6.361102924599095,0.999999999995134
require the,6.361102453304743,0.999999999995134
comers,6.361031908048876,0.999999999995135
under that,6.360864111353629,0.9999999999951374
that loved,6.360454146419021,0.9999999999951434
think better,6.360388002733,0.9999999999951443
character was,6.360362697767142,0.9999999999951447
not large,6.360080398217041,0.9999999999951488
with wonder,6.3598552320812125,0.9999999999951521
country with,6.359247606771795,0.9999999999951609
sea or,6.359244212733537,0.9999999999951609
hear all,6.359169657093436,0.999999999995162
it true,6.3586661452965085,0.9999999999951692
in more,6.358541318270196,0.9999999999951711
death for,6.358129086236735,0.999999999995177
busy and,6.357964907598734,0.9999999999951793
minutes before,6.3577413445270246,0.9999999999951825
disappeared in,6.35759964956091,0.9999999999951846
have them,6.357307914305242,0.9999999999951887
may become,6.35689145512507,0.9999999999951947
slowly up,6.356720228830604,0.9999999999951972
glance and,6.356627310795523,0.9999999999951985
strong for,6.35642331776986,0.9999999999952015
favourite with,6.356361168972129,0.9999999999952024
temptation of,6.356356683128271,0.9999999999952024
felt so,6.356306514908778,0.9999999999952032
only woman,6.356139465089331,0.9999999999952055
them while,6.356117810575048,0.9999999999952058
raised by,6.355993739627583,0.9999999999952076
of hot,6.355915277655682,0.9999999999952087
harm to,6.3557919984663815,0.9999999999952105
always the,6.355242842307223,0.9999999999952184
forgot all,6.355231278394413,0.9999999999952185
children that,6.355115182644184,0.9999999999952202
sea which,6.354534113068794,0.9999999999952285
the comfortable,6.354486076636183,0.9999999999952291
cause you,6.354416479073856,0.9999999999952301
market and,6.353763424417977,0.9999999999952395
still worse,6.353722983865686,0.99999999999524
should rather,6.353637096460908,0.9999999999952413
anxious that,6.352997191379996,0.9999999999952504
him too,6.352947425538157,0.999999999995251
of goodness,6.351841089541455,0.9999999999952667
contents of,6.351781724986893,0.9999999999952676
liking for,6.351764203031553,0.9999999999952678
when have,6.351450723211501,0.9999999999952722
the complete,6.351379696306475,0.9999999999952732
freedom from,6.351220218443528,0.9999999999952754
there another,6.351072205456677,0.9999999999952776
in country,6.351026839981025,0.9999999999952782
can now,6.350809358825067,0.9999999999952813
its appearance,6.3507171784586305,0.9999999999952826
undone,6.3507096395675715,0.9999999999952827
throng of,6.350638865671624,0.9999999999952837
truth you,6.350529022564526,0.9999999999952852
how old,6.349879404126683,0.9999999999952944
very clearly,6.349637137824929,0.9999999999952978
one clock,6.349530508144264,0.9999999999952993
to despair,6.349515257923056,0.9999999999952995
deceiving,6.3494807622793745,0.9999999999953
in dress,6.3494043143616645,0.9999999999953011
two persons,6.348831276674367,0.9999999999953091
taught to,6.348609249649639,0.9999999999953122
really be,6.348444942062293,0.9999999999953145
balls and,6.347960769779247,0.9999999999953213
more worthy,6.347920313957229,0.9999999999953219
dawned,6.347893876479217,0.9999999999953222
quite clear,6.347384628839141,0.9999999999953294
entirely in,6.347271075610815,0.999999999995331
your going,6.3471855715571435,0.9999999999953322
as will,6.346844186724949,0.9999999999953368
but three,6.346601952956056,0.9999999999953403
doing well,6.346591195743111,0.9999999999953404
done the,6.346557928252366,0.9999999999953408
wards,6.346428708112784,0.9999999999953427
not stop,6.346096398439571,0.9999999999953473
very heavy,6.346002077085291,0.9999999999953486
where one,6.345818450923661,0.9999999999953512
to surprise,6.345739347315663,0.9999999999953523
serpent,6.345631313270904,0.9999999999953538
three more,6.345559608941305,0.9999999999953548
many days,6.34542459088259,0.9999999999953566
and ease,6.3452733213588415,0.9999999999953587
free will,6.34520475448635,0.9999999999953597
to reside,6.345146812653503,0.9999999999953605
think as,6.344725937399298,0.9999999999953664
if wanted,6.344593261078759,0.9999999999953681
here mrs,6.3442596216987575,0.9999999999953728
all got,6.343938505183249,0.9999999999953773
name he,6.343927778815612,0.9999999999953774
the treatment,6.343812069488807,0.999999999995379
land they,6.343094193024357,0.9999999999953889
him nor,6.342794560597068,0.999999999995393
of chance,6.342469300685576,0.9999999999953976
dangerous and,6.342162891384021,0.9999999999954018
away it,6.342139378848591,0.9999999999954021
was wanted,6.341972314596718,0.9999999999954043
believed the,6.341230232913776,0.9999999999954146
say your,6.34114547655716,0.9999999999954158
weigh,6.341075343403285,0.9999999999954167
its object,6.3410031192451815,0.9999999999954177
are too,6.340980891650638,0.999999999995418
deny the,6.340839307328291,0.99999999999542
know then,6.340748566238978,0.9999999999954212
nor would,6.340560847814747,0.9999999999954238
himself by,6.34041405191829,0.9999999999954258
remember what,6.340246824777221,0.9999999999954281
to advance,6.340195553450075,0.9999999999954288
round again,6.340186210475865,0.9999999999954289
forever and,6.34013062847903,0.9999999999954297
them well,6.34005663337051,0.9999999999954307
which hope,6.34004645741731,0.9999999999954308
no the,6.339894055251531,0.9999999999954329
woman so,6.339887308993988,0.999999999995433
mind had,6.339737597063744,0.999999999995435
you stand,6.339471270055448,0.9999999999954386
this which,6.339194412288936,0.9999999999954424
much higher,6.339167179713327,0.9999999999954429
companion the,6.3389676115706814,0.9999999999954455
being quite,6.338839626579368,0.9999999999954473
they shook,6.33856995286901,0.999999999995451
lay my,6.338560392660849,0.9999999999954511
lived on,6.338470672601319,0.9999999999954523
punishment,6.337813029132213,0.9999999999954613
fly in,6.337740376048429,0.9999999999954623
cost me,6.33766121013012,0.9999999999954633
only thought,6.337457383642734,0.9999999999954661
only from,6.337311879485009,0.9999999999954681
word but,6.337084195809571,0.9999999999954712
beauties of,6.336907114634074,0.9999999999954736
his gold,6.3368237077431875,0.9999999999954747
in prose,6.336778155094513,0.9999999999954753
than not,6.336643835249888,0.9999999999954772
any day,6.336624968591731,0.9999999999954774
talent for,6.3365423493913,0.9999999999954785
dog to,6.336379035192295,0.9999999999954807
an echo,6.336318172340905,0.9999999999954816
resign,6.336069692633353,0.999999999995485
orders for,6.335920651666055,0.9999999999954869
and hid,6.335484568194625,0.9999999999954928
opposite and,6.335396688143496,0.999999999995494
shake off,6.335361920549799,0.9999999999954945
rather of,6.33512713121594,0.9999999999954977
affair was,6.3349944809587315,0.9999999999954995
stood at,6.334946064026185,0.9999999999955002
nothing which,6.334891354853456,0.9999999999955008
such the,6.3347556388547535,0.9999999999955027
and observing,6.334736872470767,0.9999999999955029
very grave,6.334702242497138,0.9999999999955034
while before,6.334689750226283,0.9999999999955036
paint the,6.33434481580449,0.9999999999955083
the honors,6.333984977746138,0.999999999995513
stiff and,6.333808786357193,0.9999999999955155
lad who,6.333674787259655,0.9999999999955173
landlord and,6.333433519719861,0.9999999999955205
reasons that,6.333363370916127,0.9999999999955214
by talking,6.33333127788262,0.9999999999955218
death had,6.333323193263756,0.9999999999955219
and simplicity,6.333186221085172,0.9999999999955238
stone of,6.332490255755508,0.9999999999955331
were such,6.3324235267910005,0.999999999995534
rolled on,6.33231183642054,0.9999999999955355
weary and,6.3322760965117295,0.999999999995536
melancholy and,6.332253399043087,0.9999999999955362
and considering,6.331768261806663,0.9999999999955428
ready and,6.331490084141286,0.9999999999955465
honorable and,6.331082078829836,0.9999999999955519
part she,6.330868660586498,0.9999999999955548
had all,6.330792873748825,0.9999999999955558
won her,6.330768315356249,0.9999999999955561
his dead,6.330512023171572,0.9999999999955596
sufficient for,6.3304529421171045,0.9999999999955603
season and,6.330296254465053,0.9999999999955624
month in,6.33022462027382,0.9999999999955633
this week,6.330193194001414,0.9999999999955638
you wait,6.329777273467886,0.9999999999955693
and produced,6.329682418657691,0.9999999999955705
of quite,6.329546653780719,0.9999999999955724
the excellence,6.3291980407471975,0.999999999995577
comforted,6.329080780830884,0.9999999999955785
for coming,6.328606131753129,0.9999999999955849
of horror,6.328275837479689,0.9999999999955892
to having,6.328164563611617,0.9999999999955907
could come,6.328059946617342,0.9999999999955921
home for,6.328035235456353,0.9999999999955924
break out,6.327447054356287,0.9999999999956002
thrust into,6.327354427928558,0.9999999999956014
boy is,6.327332075496724,0.9999999999956017
progress in,6.327277993452619,0.9999999999956024
crept into,6.327264912610639,0.9999999999956026
restlessness,6.32692298691379,0.9999999999956071
about their,6.326728567534109,0.9999999999956097
in finding,6.326611503355845,0.9999999999956112
the sweetness,6.32658206695615,0.9999999999956116
he quite,6.32642269248986,0.9999999999956137
ever come,6.326395648821117,0.9999999999956141
to business,6.326294176067344,0.9999999999956154
with ease,6.3260138227730085,0.9999999999956191
very earnestly,6.325945316409365,0.99999999999562
reward of,6.32590610825037,0.9999999999956205
act as,6.32577642041719,0.9999999999956222
any notice,6.325597714621326,0.9999999999956246
and acted,6.325358241623899,0.9999999999956277
the tips,6.325122109702081,0.9999999999956308
towards which,6.32502986814146,0.999999999995632
hearted and,6.324973571451882,0.9999999999956327
situation the,6.324691579485176,0.9999999999956365
the growing,6.324372690412916,0.9999999999956406
indeed to,6.324325144854956,0.9999999999956413
the cannot,6.32374959037439,0.9999999999956488
of generosity,6.3237419470550655,0.9999999999956489
know know,6.323304048121246,0.9999999999956546
would hear,6.323264349280625,0.9999999999956551
time come,6.323183940574748,0.9999999999956561
perplexed and,6.323126524684829,0.9999999999956569
an arrangement,6.323113433105825,0.9999999999956571
our will,6.323008556336395,0.9999999999956585
run out,6.322292078639827,0.9999999999956678
pieces in,6.3222807103773455,0.9999999999956679
the replied,6.322258093858153,0.9999999999956682
and giving,6.3220077921139035,0.9999999999956715
past he,6.321921735459704,0.9999999999956726
thought had,6.321920822675095,0.9999999999956726
bad as,6.321805292601153,0.9999999999956741
at sir,6.321733836435856,0.999999999995675
nothing so,6.321668196838795,0.9999999999956759
the moving,6.321606525956199,0.9999999999956767
possible the,6.321249851636599,0.9999999999956813
to more,6.320718113347929,0.9999999999956882
is fact,6.320444810219616,0.9999999999956918
shaded by,6.320412652130414,0.9999999999956922
delight of,6.320395363235782,0.9999999999956924
bank to,6.320231134669727,0.9999999999956946
girl whom,6.320117675954729,0.999999999995696
fly away,6.32008318766708,0.9999999999956964
of matrimony,6.319533242120194,0.9999999999957035
being more,6.319517087334537,0.9999999999957038
to prepare,6.3193865097563,0.9999999999957054
whenever you,6.319299325223268,0.9999999999957065
town they,6.319110840991067,0.999999999995709
penalty of,6.318803043763902,0.999999999995713
with thousand,6.318659566910741,0.9999999999957149
cause for,6.318619390017669,0.9999999999957153
distrust and,6.318585809171666,0.9999999999957158
fire on,6.318420015821644,0.9999999999957179
want them,6.318233041817969,0.9999999999957203
none too,6.318059204629894,0.9999999999957225
not return,6.317984353435448,0.9999999999957235
the comers,6.3174572842569665,0.9999999999957303
against our,6.317413125086451,0.9999999999957309
deserve it,6.3173364018832086,0.9999999999957319
be heard,6.317275619504968,0.9999999999957326
them as,6.317140632993315,0.9999999999957344
sin of,6.317068615433122,0.9999999999957353
immense and,6.317052310919321,0.9999999999957355
ruin of,6.31683125827537,0.9999999999957383
on well,6.3167217306495305,0.9999999999957397
bids,6.316616909611309,0.9999999999957411
would willingly,6.316305617319156,0.9999999999957451
them till,6.316163060807124,0.9999999999957468
recovered himself,6.316109765428443,0.9999999999957475
but sat,6.316047893989104,0.9999999999957484
me into,6.315845420598139,0.999999999995751
he ceased,6.315716656134597,0.9999999999957526
of later,6.315652910914387,0.9999999999957534
she his,6.315428804597705,0.9999999999957563
suppose to,6.314652382217598,0.9999999999957662
reader of,6.314399660164089,0.9999999999957694
him why,6.314263465414162,0.9999999999957712
the cloth,6.314180426066437,0.9999999999957722
of hay,6.314170074730988,0.9999999999957723
had elapsed,6.314166757581829,0.9999999999957724
did ever,6.314001807626659,0.9999999999957745
that knows,6.313859789409655,0.9999999999957763
give us,6.313799198320821,0.999999999995777
only for,6.313647932029525,0.9999999999957789
of defiance,6.313357029644508,0.9999999999957826
these as,6.313290641444497,0.9999999999957835
so full,6.31309104428212,0.999999999995786
feet were,6.312687516303939,0.9999999999957911
make way,6.3116353301823604,0.9999999999958045
undertook to,6.311616100308517,0.9999999999958047
unsatisfactory,6.311569639987653,0.9999999999958052
if with,6.311410139586841,0.9999999999958072
glance that,6.311348863621529,0.999999999995808
she be,6.310131176592816,0.9999999999958233
had befallen,6.310026718181618,0.9999999999958247
us some,6.310016794985119,0.9999999999958248
and desperate,6.3100103908424385,0.9999999999958249
brought back,6.309997290292013,0.9999999999958251
poor men,6.309814695191397,0.9999999999958273
the linen,6.309742258267389,0.9999999999958283
church that,6.309486596145672,0.9999999999958314
what became,6.309251736026672,0.9999999999958344
look him,6.309098021460841,0.9999999999958363
it there,6.308390706350174,0.9999999999958452
preceded,6.308008892248081,0.99999999999585
square in,6.30788711108344,0.9999999999958515
my partner,6.307822878844821,0.9999999999958523
about noon,6.307772227297074,0.999999999995853
that on,6.307725279949095,0.9999999999958535
yes in,6.307571780286011,0.9999999999958554
you wished,6.307357044815944,0.9999999999958582
kindly and,6.307259299818381,0.9999999999958593
our course,6.307206024886697,0.99999999999586
old she,6.30719121742285,0.9999999999958602
was wet,6.307054021861321,0.999999999995862
with who,6.306798083305895,0.9999999999958651
and purity,6.306692769367657,0.9999999999958664
he belonged,6.30667645590408,0.9999999999958666
the daily,6.306391620208273,0.9999999999958702
was drunk,6.306227359169487,0.9999999999958722
lightly on,6.305685265683941,0.999999999995879
years from,6.305494414532851,0.9999999999958813
out whether,6.30532361895976,0.9999999999958834
an which,6.305218623779507,0.9999999999958847
was bitter,6.304912189746704,0.9999999999958885
comes down,6.304761918211381,0.9999999999958904
understand me,6.304608369225857,0.9999999999958923
say her,6.304531935338458,0.9999999999958933
power but,6.304335975521453,0.9999999999958957
you too,6.3041036207831205,0.9999999999958986
and numerous,6.304018910303379,0.9999999999958996
and better,6.3039513509894824,0.9999999999959004
formally,6.303722885274693,0.9999999999959033
cry that,6.3036153819195375,0.9999999999959046
not suffer,6.303181591777365,0.9999999999959099
that position,6.302974623759025,0.9999999999959125
to oppose,6.3027121658731655,0.9999999999959157
be reckoned,6.30238145235147,0.9999999999959198
this from,6.30236247168076,0.99999999999592
together but,6.302286258863739,0.9999999999959209
him much,6.301821668112454,0.9999999999959267
rose on,6.301485662900664,0.9999999999959308
teach me,6.301360863485834,0.9999999999959324
their from,6.301341624595138,0.9999999999959326
at arm,6.301120492162779,0.9999999999959353
town is,6.300583231582638,0.9999999999959419
too with,6.300107261523895,0.9999999999959477
better she,6.299961753443909,0.9999999999959495
he staggered,6.2999266985018645,0.9999999999959499
were up,6.2998520682755705,0.9999999999959508
been struck,6.299422934640368,0.999999999995956
over its,6.299343503083394,0.999999999995957
his glasses,6.299309451076683,0.9999999999959575
go about,6.299288882611824,0.9999999999959577
the scenes,6.299275877508076,0.9999999999959579
stamp of,6.2991007852385135,0.99999999999596
it strange,6.298859071404228,0.9999999999959629
to name,6.298855254316062,0.999999999995963
them again,6.298833687573752,0.9999999999959632
the funds,6.298642714487009,0.9999999999959656
stopped with,6.298553718230444,0.9999999999959667
sorry he,6.29852147157982,0.999999999995967
and joined,6.297652823957042,0.9999999999959776
through their,6.2975794662777025,0.9999999999959784
does he,6.297459625472166,0.99999999999598
improbable that,6.297372863212539,0.999999999995981
more natural,6.297015240885562,0.9999999999959853
of mail,6.296558240155668,0.9999999999959909
and used,6.296350591523232,0.9999999999959934
will help,6.296200965153405,0.9999999999959952
subtle and,6.296197503722986,0.9999999999959952
was warm,6.296109394505065,0.9999999999959963
seen it,6.296058188924878,0.9999999999959969
outside in,6.2957791958978335,0.9999999999960003
ll put,6.295750912661173,0.9999999999960006
he stooped,6.2957472287886915,0.9999999999960006
and tea,6.2957364562906575,0.9999999999960008
my personal,6.295606243521949,0.9999999999960024
was touched,6.29541455496571,0.9999999999960046
felt at,6.295322042563486,0.9999999999960058
mistaken in,6.295310679484972,0.999999999996006
fresh as,6.295038114213717,0.9999999999960092
at but,6.2949807115994,0.9999999999960099
me could,6.294600302178511,0.9999999999960145
the frail,6.294250482352104,0.9999999999960187
soon came,6.294026441383556,0.9999999999960214
accurately,6.293949129080012,0.9999999999960223
of agitation,6.292594367323221,0.9999999999960386
street it,6.2923895166896,0.9999999999960411
dependent on,6.292280156765605,0.9999999999960423
the return,6.292165641686172,0.9999999999960437
so simple,6.291881190559302,0.999999999996047
led on,6.291699109068064,0.9999999999960493
than its,6.291529268138037,0.9999999999960513
abiding,6.2915036081719675,0.9999999999960516
she goes,6.291501653867168,0.9999999999960516
me some,6.2913480446371315,0.9999999999960535
while some,6.291309455118816,0.9999999999960539
son is,6.291090352102753,0.9999999999960565
you perhaps,6.291083190676855,0.9999999999960566
lodged,6.290883060786832,0.999999999996059
man my,6.290779277973441,0.9999999999960603
good she,6.290449680634627,0.9999999999960641
tell to,6.290055457873482,0.9999999999960688
vacant,6.290015129142354,0.9999999999960694
close beside,6.289866267980428,0.9999999999960711
awkward and,6.289832193882368,0.9999999999960715
man whose,6.289667262659263,0.9999999999960735
looked rather,6.289546532050592,0.9999999999960749
things is,6.289251070809757,0.9999999999960784
and dry,6.289191510598781,0.9999999999960791
yielded to,6.288652704137663,0.9999999999960855
after waiting,6.287808210107221,0.9999999999960955
her over,6.287773368825141,0.9999999999960959
to slip,6.287384515938611,0.9999999999961005
obligations to,6.287249000487294,0.999999999996102
the harvest,6.287189281043042,0.9999999999961028
that voice,6.286775707672712,0.9999999999961077
little about,6.286695836769668,0.9999999999961086
roll of,6.286473078280491,0.9999999999961112
en and,6.286381356102732,0.9999999999961122
be punished,6.286337905630828,0.9999999999961128
firmness and,6.285920002598218,0.9999999999961177
accord with,6.285761446102822,0.9999999999961195
they kept,6.285738813868383,0.9999999999961198
seal of,6.285313406101516,0.9999999999961248
your said,6.285084805577287,0.9999999999961275
in au,6.284691700132802,0.9999999999961321
sweat of,6.28446144185497,0.9999999999961348
is told,6.284422805032273,0.9999999999961352
do when,6.2842784578957,0.9999999999961369
mrs now,6.283472893133849,0.9999999999961463
ll stay,6.283335178646004,0.999999999996148
carriage which,6.283228762526924,0.9999999999961492
have dared,6.283225764456452,0.9999999999961492
lost my,6.283107632094101,0.9999999999961506
her come,6.282936278615248,0.9999999999961526
is if,6.282621768329873,0.9999999999961562
given way,6.2826166097892955,0.9999999999961563
holds the,6.282570852653249,0.9999999999961569
had returned,6.282276141918614,0.9999999999961603
what thought,6.282260075898246,0.9999999999961604
been going,6.282227501920662,0.9999999999961608
but while,6.2821510908567655,0.9999999999961617
into small,6.282128390687647,0.999999999996162
and silent,6.2820807426960545,0.9999999999961625
endure it,6.28198742340392,0.9999999999961636
and liked,6.281944611898611,0.9999999999961641
luxury of,6.281911226307413,0.9999999999961645
hours in,6.2818725375982565,0.999999999996165
close up,6.28186560263361,0.9999999999961651
was present,6.281766600987309,0.9999999999961662
loss for,6.281554568203952,0.9999999999961686
truth he,6.281406695160905,0.9999999999961704
he shut,6.281331688829474,0.9999999999961712
and forgot,6.2811651673207285,0.9999999999961732
matter now,6.280759319847805,0.9999999999961778
were again,6.280521044725891,0.9999999999961806
taken of,6.27994496645095,0.9999999999961873
break my,6.279849522709268,0.9999999999961884
best part,6.279777984776668,0.9999999999961892
busied,6.279627801152155,0.9999999999961909
round as,6.2795067928440265,0.9999999999961923
wonder and,6.279241847047465,0.9999999999961954
red with,6.278301488710879,0.9999999999962061
is strong,6.2778806191265195,0.999999999996211
may see,6.277878845184702,0.999999999996211
nobility and,6.277628943324402,0.9999999999962139
we really,6.277423400215753,0.9999999999962162
staggering,6.277321745636545,0.9999999999962175
was life,6.277182391506589,0.999999999996219
the daughters,6.277154102967097,0.9999999999962194
shining on,6.277146928689129,0.9999999999962195
matters in,6.277051352273648,0.9999999999962206
book he,6.277003099408122,0.9999999999962211
here from,6.276805581711978,0.9999999999962234
not mistaken,6.276542938079934,0.9999999999962264
would become,6.276254263680786,0.9999999999962297
his on,6.276245123851617,0.9999999999962298
their steps,6.276201700327788,0.9999999999962302
roused by,6.276157801072163,0.9999999999962308
not spoken,6.276031765712744,0.9999999999962322
be denied,6.275970484724608,0.9999999999962329
lull,6.275928355384332,0.9999999999962333
it wa,6.275917393628406,0.9999999999962335
mrs took,6.275450331269163,0.9999999999962388
an experience,6.2754027612134635,0.9999999999962393
each by,6.275276571148463,0.9999999999962408
ground he,6.275003278281116,0.9999999999962439
times and,6.274973081277188,0.9999999999962442
husband with,6.274745619512774,0.9999999999962469
have prevented,6.2747405300241335,0.9999999999962469
and written,6.2746278505046,0.9999999999962482
closing the,6.27453774979774,0.9999999999962492
own door,6.27416270344547,0.9999999999962534
them now,6.27376716077453,0.999999999996258
the anger,6.273676933049737,0.999999999996259
drawn out,6.273583387366163,0.99999999999626
