feature,chi2,pvalue
thing like,7.07714943000524,0.9999999999638051
so frequently,7.0771085934916025,0.999999999963809
as most,7.076834636982704,0.999999999963835
feeling was,7.0768337704028585,0.9999999999638352
figure that,7.076824053609528,0.9999999999638362
have found,7.076799573812903,0.9999999999638385
it sounded,7.076727539411565,0.9999999999638453
came near,7.076708218138948,0.9999999999638471
speaking and,7.07666599466665,0.9999999999638511
hesitate,7.076585324309841,0.9999999999638588
simply to,7.076467364483458,0.99999999996387
dark hair,7.076119589954563,0.9999999999639031
old enough,7.075903931414211,0.9999999999639236
the though,7.075573994228518,0.9999999999639549
quick to,7.075468289132938,0.999999999963965
things if,7.0753844473256935,0.999999999963973
spark of,7.075362557459282,0.999999999963975
their general,7.075299303040871,0.999999999963981
whereupon the,7.075196640729956,0.9999999999639908
by whom,7.075130166045324,0.9999999999639971
was within,7.074916374480103,0.9999999999640173
is cold,7.074610437940527,0.9999999999640464
threshold of,7.07443611572659,0.9999999999640629
sat opposite,7.074302390006257,0.9999999999640755
money had,7.07414241032437,0.9999999999640907
lines were,7.074074212929223,0.9999999999640972
off by,7.073516621162115,0.9999999999641499
hearth and,7.0733726995908315,0.9999999999641634
of leather,7.073176428199106,0.999999999964182
chambers of,7.0731639667102595,0.9999999999641832
slipped into,7.072975461033066,0.999999999964201
court in,7.072915042835704,0.9999999999642066
bruised and,7.072510927062984,0.9999999999642448
had previously,7.072138966832888,0.9999999999642798
the mists,7.071967807780004,0.9999999999642959
others she,7.071800539644956,0.9999999999643117
women have,7.071571866736539,0.9999999999643332
some which,7.07136162018422,0.999999999964353
fame and,7.071065704917807,0.9999999999643807
anything on,7.0709072606212375,0.9999999999643956
pay visit,7.070402186200936,0.999999999964443
might prove,7.070386965680096,0.9999999999644444
hand said,7.070315006289131,0.9999999999644512
tended,7.069807776921247,0.9999999999644987
her art,7.069673824079097,0.9999999999645113
regret at,7.069375472725709,0.9999999999645391
married but,7.0693422592488835,0.9999999999645423
and buried,7.068701302009823,0.9999999999646021
the temporary,7.068696707509935,0.9999999999646025
soothed,7.068672448436076,0.9999999999646049
prettily,7.068472603394935,0.9999999999646235
for man,7.06837575672492,0.9999999999646325
undertake the,7.068276655484803,0.9999999999646417
hung up,7.0679925425516625,0.9999999999646683
the trust,7.06796250650095,0.999999999964671
this too,7.06776049679456,0.9999999999646899
dozen times,7.067696765510777,0.9999999999646958
it little,7.067670365735904,0.9999999999646982
spent on,7.06756391087703,0.9999999999647082
fortunate as,7.06748675467715,0.9999999999647153
play for,7.06743662334247,0.99999999996472
an extraordinary,7.067142157928758,0.9999999999647474
told he,7.067004168329579,0.9999999999647603
back if,7.066918580333678,0.9999999999647682
least the,7.066906862817513,0.9999999999647693
news to,7.066662102987416,0.999999999964792
fate that,7.066278431335948,0.9999999999648277
that caused,7.0662463233633535,0.9999999999648307
stranger to,7.066171438305777,0.9999999999648376
she proceeded,7.066083559018946,0.9999999999648458
pretend that,7.0659782508429805,0.9999999999648556
him off,7.065596245114973,0.999999999964891
some weeks,7.065354733122967,0.9999999999649133
is married,7.065195867922893,0.999999999964928
glass in,7.065079737900608,0.9999999999649387
creditable to,7.064789893694703,0.9999999999649656
what difference,7.064543148446474,0.9999999999649883
thither and,7.063887032138525,0.999999999965049
thinking she,7.063710412885887,0.9999999999650653
ornament,7.0635844973331805,0.9999999999650768
beams of,7.063201103145381,0.9999999999651121
the dreary,7.063031742765049,0.9999999999651278
and burst,7.06296542878671,0.9999999999651339
eloquence of,7.062935715663156,0.9999999999651367
have but,7.062746275494885,0.9999999999651541
and hair,7.06260807706236,0.9999999999651668
treated the,7.062596641972385,0.9999999999651679
been out,7.062534355818469,0.9999999999651735
being driven,7.062230298831411,0.9999999999652015
singing of,7.06216701475917,0.9999999999652073
and nearer,7.062162916790155,0.9999999999652077
an event,7.06204773188368,0.9999999999652183
thought perhaps,7.0618446594534126,0.9999999999652369
in confidence,7.061475856715586,0.9999999999652708
attack and,7.060654000206,0.999999999965346
representing,7.060395893365724,0.9999999999653697
fancy that,7.060332397641218,0.9999999999653755
taking leave,7.060320360355962,0.9999999999653766
attentive to,7.060264945789204,0.9999999999653816
night that,7.060048373962337,0.9999999999654015
should soon,7.05966179330382,0.9999999999654368
shrieks,7.0590882737434475,0.999999999965489
except his,7.058847358617015,0.999999999965511
and high,7.058764624261225,0.9999999999655186
be thankful,7.058297435667708,0.9999999999655611
what time,7.05828059543999,0.9999999999655627
came along,7.057879780651185,0.9999999999655991
imagine the,7.057856432267981,0.9999999999656012
has lately,7.0578081346942465,0.9999999999656056
party the,7.057803835970806,0.999999999965606
support the,7.057699708427572,0.9999999999656154
ine,7.0576052495738,0.999999999965624
alive and,7.057569244955075,0.9999999999656273
nobody knew,7.057521973215207,0.9999999999656316
on these,7.057428682855181,0.99999999996564
coats of,7.057402539604591,0.9999999999656425
seized his,7.057349052769342,0.9999999999656473
wrong he,7.057318131061099,0.9999999999656501
house on,7.056964945237006,0.9999999999656821
the how,7.056938238231498,0.9999999999656846
spectacle of,7.056376208525065,0.9999999999657355
is woman,7.056348330058684,0.9999999999657381
itself from,7.055769623783884,0.9999999999657904
began by,7.0547922285681715,0.9999999999658786
your last,7.054429345629384,0.9999999999659114
as other,7.0540104082672235,0.9999999999659491
thousand in,7.053990550033102,0.9999999999659509
to suppress,7.053489875184152,0.999999999965996
and beyond,7.053426257207668,0.9999999999660016
who cannot,7.053283212250175,0.9999999999660145
like so,7.05328006213294,0.9999999999660149
miss if,7.053014988634865,0.9999999999660386
the owner,7.05289807681621,0.9999999999660492
be tired,7.052553282643605,0.99999999996608
threatening,7.052542494000557,0.999999999966081
clock and,7.051689887648644,0.9999999999661574
of birth,7.050976394357793,0.9999999999662212
some respects,7.050643728800609,0.999999999966251
friend he,7.050386840527561,0.9999999999662739
and than,7.050374111333059,0.999999999966275
was amused,7.049839262176614,0.9999999999663227
finds that,7.049529771737599,0.9999999999663503
to acquire,7.049434882504176,0.9999999999663587
an innocent,7.049388985083628,0.9999999999663628
the brief,7.049383933595774,0.9999999999663632
she again,7.049339934796857,0.9999999999663672
or down,7.0492164175349545,0.9999999999663782
he thinks,7.049078694814453,0.9999999999663904
hung with,7.049072544986772,0.999999999966391
conduct in,7.0489183039343555,0.9999999999664047
the grief,7.0487012129219355,0.999999999966424
materials for,7.048686044609152,0.9999999999664253
cows and,7.0486522625833885,0.9999999999664283
however there,7.048339923843434,0.999999999966456
and hard,7.04791700011279,0.9999999999664936
you first,7.04779143922199,0.9999999999665047
had certain,7.047783669663812,0.9999999999665055
and steel,7.0477524612587406,0.9999999999665082
fancy for,7.0471904669308065,0.999999999966558
looked towards,7.047177079994443,0.9999999999665592
in proper,7.047035284393333,0.9999999999665717
for comfort,7.046975861695856,0.999999999966577
manner the,7.046625552732328,0.9999999999666079
can write,7.046237984927453,0.9999999999666422
on little,7.046226576911583,0.9999999999666432
he proposed,7.046118505408632,0.9999999999666528
could leave,7.046092929582951,0.999999999966655
nothing would,7.04596165613382,0.9999999999666666
died for,7.04562197702386,0.9999999999666965
safety and,7.045086472236488,0.9999999999667437
it been,7.0449797081591425,0.9999999999667532
mean the,7.044873712774563,0.9999999999667625
poor and,7.044825689253192,0.9999999999667667
and civil,7.044710530538946,0.9999999999667768
storm of,7.044656998466269,0.9999999999667816
accompanied the,7.044565977363371,0.9999999999667896
of fancy,7.044349410109418,0.9999999999668086
the sacrifice,7.044315423824101,0.9999999999668115
tool,7.044039594678938,0.9999999999668358
note was,7.043781111585926,0.9999999999668585
pay me,7.043687196638722,0.9999999999668667
is doing,7.043542738573025,0.9999999999668794
soon had,7.043467724696316,0.999999999966886
although in,7.042886138050915,0.999999999966937
went at,7.042747910409569,0.9999999999669491
he again,7.042671635393868,0.9999999999669558
not therefore,7.042540472278251,0.9999999999669672
knowledge the,7.04242536305874,0.9999999999669773
and excitement,7.0424138099528335,0.9999999999669783
the eagerness,7.042091937717528,0.9999999999670065
little dog,7.042046613914422,0.9999999999670104
the active,7.041974407364851,0.9999999999670167
has done,7.0418631875259265,0.9999999999670265
left arm,7.041747204323007,0.9999999999670366
surprised that,7.0414950889299135,0.9999999999670586
am just,7.041476115597597,0.9999999999670602
embarrassment and,7.041377750921596,0.9999999999670688
is extremely,7.040929713661208,0.9999999999671079
was lady,7.0407756360390215,0.9999999999671213
nor are,7.040596936120106,0.999999999967137
never forgotten,7.040436644399377,0.9999999999671508
love them,7.039962898778887,0.999999999967192
nor how,7.0398673844266275,0.9999999999672003
already the,7.039720343210786,0.9999999999672131
her pen,7.039669843718123,0.9999999999672176
are just,7.039646187991822,0.9999999999672196
song and,7.038887941139458,0.9999999999672854
taught her,7.037969904383359,0.9999999999673649
his surprise,7.037742931941509,0.9999999999673845
complacent,7.037551742028116,0.9999999999674011
in fashion,7.037513105242471,0.9999999999674044
without its,7.037482132841182,0.9999999999674071
have look,7.037476975460736,0.9999999999674075
them oh,7.037450659509158,0.9999999999674098
breathe,7.037435269221839,0.9999999999674112
most powerful,7.037238445247838,0.9999999999674282
may yet,7.037125102746205,0.9999999999674379
airs and,7.037017839290797,0.9999999999674473
conceal the,7.036993081998067,0.9999999999674494
at in,7.036677221248674,0.9999999999674766
devil in,7.036627157960244,0.9999999999674809
very moment,7.036405620342154,0.9999999999675
how was,7.035970431338931,0.9999999999675375
steady and,7.035953967005417,0.999999999967539
me shall,7.035605749533857,0.9999999999675688
and bo,7.035571126879218,0.9999999999675718
heart had,7.035465830649532,0.9999999999675809
question if,7.0352931155962635,0.9999999999675958
recovering,7.0350889973822435,0.9999999999676134
ah what,7.034741075477789,0.9999999999676432
nightly,7.03410904410319,0.9999999999676974
end they,7.034044903552814,0.9999999999677028
condescension,7.033998865179892,0.9999999999677068
just out,7.033874505469343,0.9999999999677175
you made,7.033789242475712,0.9999999999677248
are great,7.033751640492736,0.999999999967728
letters which,7.033742178146424,0.9999999999677288
picture was,7.033739592469781,0.999999999967729
what ought,7.033734146927563,0.9999999999677295
fault with,7.03362147739477,0.9999999999677391
whenever it,7.033577837459398,0.9999999999677429
won the,7.03352905414164,0.999999999967747
yet still,7.033440050316001,0.9999999999677547
with sweet,7.033308208028442,0.9999999999677659
other country,7.032967050285912,0.9999999999677951
to mind,7.0328901237423604,0.9999999999678016
way which,7.032786255696823,0.9999999999678105
and stick,7.0327437906067685,0.9999999999678142
were really,7.032581319727188,0.9999999999678281
lower down,7.032065202939811,0.999999999967872
her brown,7.031940799199041,0.9999999999678827
fullest,7.031466319154434,0.9999999999679231
yet would,7.031406637611563,0.9999999999679282
scratching,7.031399499477101,0.9999999999679288
whether it,7.031279599315776,0.999999999967939
counter and,7.03126838764336,0.99999999996794
caress,7.0311320275698685,0.9999999999679515
make some,7.030936015515939,0.9999999999679682
and swept,7.03064043524712,0.9999999999679934
troubling,7.030097682278607,0.9999999999680395
at twelve,7.030086854951705,0.9999999999680403
may or,7.0299427447348455,0.9999999999680526
suit you,7.029825657413465,0.9999999999680624
of wishing,7.0297972672080595,0.9999999999680649
if at,7.029762201016127,0.9999999999680679
contrive to,7.029680958390379,0.9999999999680748
the books,7.0292010432411836,0.9999999999681154
good or,7.029197410177547,0.9999999999681157
his favorite,7.029155401222713,0.9999999999681193
comfortable and,7.028340111740346,0.9999999999681882
collar and,7.028333765113306,0.9999999999681888
the merits,7.028280474977998,0.9999999999681932
the solitary,7.028125111122162,0.9999999999682063
very unpleasant,7.027821652100211,0.999999999968232
clapped his,7.027395166323936,0.9999999999682679
always had,7.027206205137459,0.9999999999682838
thirteen years,7.027154230327202,0.9999999999682883
angle of,7.026696622546488,0.9999999999683268
abstraction,7.026670864252423,0.9999999999683289
the provinces,7.026631383586566,0.9999999999683322
besides this,7.026525389037831,0.9999999999683412
aside the,7.026266113730654,0.999999999968363
sun in,7.02606205661728,0.9999999999683801
